Brand,Item,Price,Category,Calories,Protein,Fat,Carbs,City,State,Month,Rating,Calories_per_rupees,Protein_per_rupees,Health_score
McDonalds,Chatpata Naan - Aloo Meal Large,196.0,Other,645,27,23,51,Chandigarh,Punjab,January,4.1,3.2908163265306123,0.1377551020408163,-20
KFC,Chicken Rice Bowl,150.0,Chicken,403,28,29,47,Jaipur,Rajasthan,January,4.4,2.6866666666666665,0.18666666666666668,-20
McDonalds,Mcsaver Salad Wrap Meal,242.0,Other,309,9,6,63,Delhi,Delhi,January,4.5,1.2768595041322315,0.0371900826446281,-51
McDonalds,Mcsaver American Cheese Supreme - Chicken Meal,244.0,Chicken,509,5,38,55,Gurgaon,Haryana,April,4.1,2.0860655737704916,0.020491803278688523,-83
McDonalds,Sharing Pack 2 Mexican Mcaloo Tikki,274.0,Other,577,21,39,37,Jaipur,Rajasthan,July,4.6,2.105839416058394,0.07664233576642336,-34
McDonalds,Big Spicy Paneer Wrap,184.0,Other,417,22,24,49,Mumbai,Maharashtra,May,4.1,2.266304347826087,0.11956521739130435,-29
KFC,Pepsi Black Can 330Ml,60.0,Other,324,28,16,26,Noida,Uttar Pradesh,August,3.9,5.4,0.4666666666666667,14
McDonalds,Mcsaver Mcchicken Meal,229.0,Other,228,31,16,24,Chandigarh,Punjab,May,3.8,0.9956331877729258,0.13537117903930132,22
McDonalds,Hashbrown,38.0,Other,322,30,34,26,Ahmedabad,Gujarat,September,4.7,8.473684210526315,0.7894736842105263,0
Burger King,Regular Fries,70.0,Fries,365,28,33,44,Chennai,Tamil Nadu,July,3.8,5.214285714285714,0.4,-21
KFC,Solo Bucket,349.0,Other,343,6,37,47,Lucknow,Uttar Pradesh,August,4.6,0.9828080229226361,0.017191977077363897,-72
McDonalds,Fanta Regular,71.0,Other,601,22,24,62,Bangalore,Karnataka,January,4.1,8.464788732394366,0.30985915492957744,-42
Burger King,Chicken Keema Wrap,79.0,Chicken,668,18,28,47,Mumbai,Maharashtra,December,4.7,8.455696202531646,0.22784810126582278,-39
McDonalds,Chatpata Naan - Aloo,59.0,Other,368,6,12,60,Chandigarh,Punjab,February,4.4,6.237288135593221,0.1016949152542373,-60
McDonalds,Chicken Mcwings - 4 Pcs,128.0,Chicken,533,11,25,50,Bhopal,Madhya Pradesh,July,4.2,4.1640625,0.0859375,-53
KFC,Classic Chicken Zinger Combo,275.0,Chicken,470,32,17,55,Bangalore,Karnataka,October,4.6,1.709090909090909,0.11636363636363636,-8
McDonalds,Mccafe Iced Americano,128.0,Other,344,5,23,48,Gurgaon,Haryana,September,4.6,2.6875,0.0390625,-61
McDonalds,Chicken Mcnuggets 6 Pcs Meal Large,274.0,Chicken,595,18,20,66,Kolkata,West Bengal,January,3.8,2.1715328467153285,0.06569343065693431,-50
McDonalds,Thums Up Medium,71.0,Other,473,12,9,29,Delhi,Delhi,October,4.5,6.661971830985915,0.16901408450704225,-14
McDonalds,Mcveggie Happy Meal,182.0,Other,337,15,12,21,Bhopal,Madhya Pradesh,June,3.7,1.8516483516483517,0.08241758241758242,-3
Burger King,Double Delight For Mango Lovers.,149.0,Other,562,12,36,78,Mumbai,Maharashtra,February,3.8,3.771812080536913,0.08053691275167785,-90
McDonalds,Mcchicken Happy Mea,196.0,Other,533,7,35,48,Hyderabad,Telangana,November,4.3,2.7193877551020407,0.03571428571428571,-69
Burger King,King Fries,90.0,Fries,495,31,29,58,Hyderabad,Telangana,January,4.8,5.5,0.34444444444444444,-25
KFC,10 Pc Chicken Strips & Dips Bucket,449.0,Chicken,240,13,39,61,Pune,Maharashtra,December,4.5,0.534521158129176,0.028953229398663696,-74
KFC,Large Popcorn,220.0,Other,486,34,5,26,Chennai,Tamil Nadu,April,4.2,2.209090909090909,0.15454545454545454,37
Burger King,Double Delight For Mango Lovers.,149.0,Other,309,34,24,36,Delhi,Delhi,July,4.4,2.0738255033557045,0.22818791946308725,8
Burger King,Who Doesn’T Like 2 Sundaes. Pun Intended.,89.0,Other,648,21,34,77,Chennai,Tamil Nadu,March,4.3,7.280898876404494,0.23595505617977527,-69
Burger King,Veg Kings Meal Combo For 4,665.0,Other,512,8,6,23,Bangalore,Karnataka,March,3.7,0.7699248120300752,0.012030075187969926,-13
KFC,Veg Rice Bowl,150.0,Other,385,28,14,47,Kolkata,West Bengal,May,4.1,2.566666666666667,0.18666666666666668,-5
McDonalds,Thums Up Large,88.0,Other,343,9,24,27,Pune,Maharashtra,April,4.6,3.897727272727273,0.10227272727272728,-33
McDonalds,Mcaloo Tikki Happy Meal,128.0,Other,636,16,11,65,Bhopal,Madhya Pradesh,January,4.7,4.96875,0.125,-44
Burger King,Mutton Whopper Combo - King,388.0,Burger,200,11,12,44,Jaipur,Rajasthan,October,4.4,0.5154639175257731,0.028350515463917526,-34
McDonalds,Chicken Mcnuggets - 20 Pcs,304.0,Chicken,225,26,24,79,Hyderabad,Telangana,October,4.4,0.7401315789473685,0.08552631578947369,-51
KFC,Friendship Bucket,650.0,Other,429,17,8,65,Noida,Uttar Pradesh,May,4.2,0.66,0.026153846153846153,-39
KFC,Veg Rice Bowl,150.0,Other,522,22,14,36,Kolkata,West Bengal,October,4.2,3.48,0.14666666666666667,-6
KFC,Large Popcorn With Medium Fries,299.0,Fries,350,25,39,67,Bangalore,Karnataka,October,3.9,1.1705685618729098,0.08361204013377926,-56
Burger King,"U Wont Stop At 1, We Bet.",149.0,Other,312,32,11,28,Pune,Maharashtra,January,3.9,2.0939597315436242,0.21476510067114093,25
McDonalds,Double Chocolate Frappe,227.0,Other,279,7,11,37,Gurgaon,Haryana,May,4.2,1.2290748898678414,0.030837004405286344,-34
Burger King,Black Currant Smoothie,169.0,Other,627,32,27,38,Noida,Uttar Pradesh,April,4.4,3.710059171597633,0.1893491124260355,-1
KFC,Classic Chicken Zinger Combo,275.0,Chicken,205,17,13,77,Delhi,Delhi,November,4.8,0.7454545454545455,0.06181818181818182,-56
KFC,7Up Can 330Ml,60.0,Other,336,10,36,54,Bangalore,Karnataka,September,3.5,5.6,0.16666666666666666,-70
McDonalds,Sharing Pack 2 Mcchicken,407.0,Other,302,5,30,78,Indore,Madhya Pradesh,July,4.7,0.742014742014742,0.012285012285012284,-98
Burger King,Bk Veggie,95.0,Other,469,21,29,23,Lucknow,Uttar Pradesh,May,4.2,4.936842105263158,0.22105263157894736,-10
KFC,2 Pc Hot & Crispy Chicken,200.0,Chicken,341,9,15,64,Kolkata,West Bengal,August,3.7,1.705,0.045,-61
KFC,Cheesy Chicken Zinger With Fries Combo,259.0,Chicken,618,9,28,56,Lucknow,Uttar Pradesh,May,4.2,2.386100386100386,0.03474903474903475,-66
McDonalds,Chatpata Naan - Aloo Meal Regular,152.0,Other,396,11,8,41,Chandigarh,Punjab,September,3.8,2.6052631578947367,0.07236842105263158,-27
McDonalds,Mexican Cheesy Fries,117.0,Fries,359,35,28,57,Kolkata,West Bengal,June,3.9,3.0683760683760686,0.29914529914529914,-15
KFC,2 Popcorn Rice Bowls With 8 Hot Wings,499.0,Other,667,29,15,64,Gurgaon,Haryana,October,4.1,1.3366733466933867,0.05811623246492986,-21
McDonalds,Mexican Mcalootikki Burger,50.0,Burger,439,18,13,73,Chandigarh,Punjab,December,3.8,8.78,0.36,-50
Burger King,Paneer King’S Melt,129.0,Other,572,35,39,80,Bangalore,Karnataka,November,3.9,4.434108527131783,0.2713178294573643,-49
McDonalds,Chicken Mcwings - 12 Pcs,364.0,Chicken,681,18,17,47,Bhopal,Madhya Pradesh,October,4.3,1.870879120879121,0.04945054945054945,-28
McDonalds,Chicken Maharaja Mac,194.0,Chicken,315,21,25,67,Bhopal,Madhya Pradesh,November,4.5,1.6237113402061856,0.10824742268041238,-50
Burger King,Mutton Whopper Combo - King,388.0,Burger,202,17,31,64,Ahmedabad,Gujarat,November,3.7,0.520618556701031,0.04381443298969072,-61
Burger King,Who Doesn’T Like 2 Sundaes. Pun Intended.,89.0,Other,391,24,21,36,Pune,Maharashtra,June,3.7,4.393258426966292,0.2696629213483146,-9
KFC,Classic Chicken Zinger-Fries & Drinks Meal,295.0,Chicken,506,35,13,42,Mumbai,Maharashtra,June,4.0,1.7152542372881356,0.11864406779661017,15
McDonalds,Chicken Kebab Burger Meal Large,215.0,Chicken,299,25,11,67,Noida,Uttar Pradesh,May,4.3,1.3906976744186046,0.11627906976744186,-28
Burger King,Veg Everyday Mean Combo For 2,318.0,Other,614,18,12,29,Noida,Uttar Pradesh,June,4.4,1.930817610062893,0.05660377358490566,-5
Burger King,Cold Coffee,99.0,Other,673,12,11,30,Chandigarh,Punjab,October,3.9,6.797979797979798,0.12121212121212122,-17
McDonalds,2 American Cheese Supreme Veg + 2 Veg Pizza Mcpuff + 2 Fries Large + Coke Medium,550.0,Fries,556,19,23,25,Indore,Madhya Pradesh,November,4.2,1.010909090909091,0.034545454545454546,-10
McDonalds,2 Mcveggie + 2 Mcaloo Tikki + 2 Fries Medium + 2 Strawberry Shakes,770.0,Fries,402,12,11,46,Noida,Uttar Pradesh,August,4.0,0.522077922077922,0.015584415584415584,-33
Burger King,Regular Fries,70.0,Fries,358,33,14,37,Noida,Uttar Pradesh,July,4.0,5.114285714285714,0.4714285714285714,15
Burger King,Medium Fries,80.0,Fries,585,31,10,32,Bhopal,Madhya Pradesh,September,3.6,7.3125,0.3875,20
McDonalds,Mcsaver Mcspicy Chicken Meal,275.0,Chicken,257,27,14,79,Lucknow,Uttar Pradesh,July,3.8,0.9345454545454546,0.09818181818181818,-39
McDonalds,Thums Up Large,88.0,Other,551,11,30,27,Mumbai,Maharashtra,October,4.5,6.261363636363637,0.125,-35
Burger King,Veg Kings Meal Combo For 4,665.0,Other,376,31,15,78,Hyderabad,Telangana,June,4.4,0.5654135338345865,0.04661654135338346,-31
McDonalds,Mcveggie Happy Meal,182.0,Other,316,15,14,56,Gurgaon,Haryana,February,4.2,1.7362637362637363,0.08241758241758242,-40
McDonalds,Piri Piri Spice Mix,22.0,Other,623,31,28,80,Kolkata,West Bengal,October,3.7,28.318181818181817,1.4090909090909092,-46
KFC,Classic Chicken Zinger Combo,275.0,Chicken,645,11,31,64,Jaipur,Rajasthan,August,4.1,2.3454545454545452,0.04,-73
McDonalds,Mcspicy Chicken + American Cheese Supreme + Mcchicken + Chicken Maharaja + 3 Fries Large,913.0,Chicken,241,26,20,55,Bangalore,Karnataka,February,4.4,0.26396495071193865,0.028477546549835708,-23
McDonalds,Mcveggie Meal Large,236.0,Other,404,15,33,32,Jaipur,Rajasthan,April,3.7,1.7118644067796611,0.0635593220338983,-35
McDonalds,Mcsaver Mcchicken Meal,229.0,Other,394,9,10,25,Hyderabad,Telangana,January,4.1,1.720524017467249,0.039301310043668124,-17
McDonalds,Mccafe Iced Americano,128.0,Other,307,9,40,72,Bhopal,Madhya Pradesh,September,3.9,2.3984375,0.0703125,-94
Burger King,Bk Grill Chicken,99.0,Chicken,301,24,36,68,Chennai,Tamil Nadu,July,4.0,3.04040404040404,0.24242424242424243,-56
Burger King,Chicken Double Whopper,219.0,Chicken,205,19,34,73,Gurgaon,Haryana,April,4.2,0.9360730593607306,0.0867579908675799,-69
McDonalds,Mcsaver Filet-O-Fish Meal,271.0,Other,674,16,23,26,Noida,Uttar Pradesh,January,3.7,2.4870848708487086,0.05904059040590406,-17
McDonalds,Coke Float,44.0,Beverage,484,34,20,54,Chandigarh,Punjab,May,4.5,11.0,0.7727272727272727,-6
McDonalds,Chicken Mcwings - 4 Pcs,128.0,Chicken,351,35,26,61,Indore,Madhya Pradesh,October,4.1,2.7421875,0.2734375,-17
Burger King,Bk Grill Chicken,99.0,Chicken,310,20,31,43,Delhi,Delhi,March,4.6,3.1313131313131315,0.20202020202020202,-34
McDonalds,Masala Wedges Large,111.0,Other,535,7,5,76,Mumbai,Maharashtra,October,4.6,4.81981981981982,0.06306306306306306,-67
McDonalds,Chicken Mcnuggets Piri Piri - 6 Pc,161.0,Chicken,445,14,20,76,Chandigarh,Punjab,October,4.8,2.7639751552795033,0.08695652173913043,-68
KFC,Pepsi Pet,60.0,Other,408,34,26,37,Mumbai,Maharashtra,January,4.1,6.8,0.5666666666666667,5
KFC,Cheesy Chicken Zinger With Fries Combo,259.0,Chicken,427,5,40,70,Hyderabad,Telangana,July,4.3,1.6486486486486487,0.019305019305019305,-100
KFC,Mirinda Can 330Ml,60.0,Other,458,6,30,33,Pune,Maharashtra,September,4.4,7.633333333333334,0.1,-51
Burger King,Crispy Veg Wrap,59.0,Other,536,24,34,59,Pune,Maharashtra,April,4.0,9.084745762711865,0.4067796610169492,-45
McDonalds,Veg Pizza Mcpuff,41.0,Other,480,12,38,48,Mumbai,Maharashtra,April,4.1,11.707317073170731,0.2926829268292683,-62
McDonalds,Mccafe Iced Americano,128.0,Other,699,9,19,40,Ahmedabad,Gujarat,December,4.8,5.4609375,0.0703125,-41
McDonalds,Chicken Mcnuggets - 20 Pcs,304.0,Chicken,505,12,40,52,Hyderabad,Telangana,May,3.7,1.6611842105263157,0.039473684210526314,-68
McDonalds,Mixed Berry Smoothie,229.0,Other,364,28,33,40,Delhi,Delhi,January,4.2,1.5895196506550218,0.1222707423580786,-17
Burger King,"U Wont Stop At 1, We Bet.",149.0,Other,610,15,27,68,Jaipur,Rajasthan,November,4.6,4.093959731543624,0.10067114093959731,-65
McDonalds,Chatpata Naan - Aloo Meal Regular,152.0,Other,360,20,35,63,Chennai,Tamil Nadu,October,4.8,2.3684210526315788,0.13157894736842105,-58
McDonalds,Mcsaver Chicken Maharaja Mac Meal,310.0,Chicken,679,6,36,80,Hyderabad,Telangana,February,3.9,2.1903225806451614,0.01935483870967742,-104
KFC,Buddy Meal,450.0,Other,308,20,23,40,Gurgaon,Haryana,March,4.7,0.6844444444444444,0.044444444444444446,-23
McDonalds,Chatpata Naan - Aloo Meal Large,196.0,Other,532,28,14,67,Jaipur,Rajasthan,May,3.6,2.7142857142857144,0.14285714285714285,-25
Burger King,Bk Grill Chicken,99.0,Chicken,268,28,27,47,Jaipur,Rajasthan,December,4.0,2.707070707070707,0.2828282828282828,-18
McDonalds,Coke Medium,77.0,Beverage,617,29,22,36,Hyderabad,Telangana,May,4.0,8.012987012987013,0.37662337662337664,0
McDonalds,Fries Medium,92.0,Fries,244,11,26,61,Jaipur,Rajasthan,March,4.3,2.652173913043478,0.11956521739130435,-65
Burger King,Strawberry Smoothie,169.0,Other,534,18,31,25,Noida,Uttar Pradesh,August,4.6,3.1597633136094676,0.10650887573964497,-20
Burger King,Mutton Masala Whopper,259.0,Burger,604,10,14,55,Bhopal,Madhya Pradesh,February,4.1,2.332046332046332,0.03861003861003861,-49
McDonalds,Veg Maharaja Mac Meal Regular,279.0,Other,419,33,25,42,Chennai,Tamil Nadu,August,4.2,1.5017921146953406,0.11827956989247312,-1
McDonalds,Tangy Orange Fizz,71.0,Other,357,22,9,66,Chandigarh,Punjab,October,4.7,5.028169014084507,0.30985915492957744,-31
McDonalds,Chicken Mcnuggets 6 Pcs Meal Large,274.0,Chicken,258,10,9,56,Indore,Madhya Pradesh,September,4.4,0.9416058394160584,0.0364963503649635,-45
McDonalds,2 Mcspicy Chicken + 2 Fries Large + 2 Chocolate Shakes,845.0,Chicken,231,7,27,47,Hyderabad,Telangana,July,4.8,0.2733727810650888,0.008284023668639054,-60
McDonalds,Chatpata Naan - Kebab Meal Regular,168.0,Other,613,24,12,46,Pune,Maharashtra,May,4.6,3.6488095238095237,0.14285714285714285,-10
McDonalds,Mccafe-Strawberry Ice Tea Regular,138.0,Other,700,35,40,50,Kolkata,West Bengal,August,4.0,5.072463768115942,0.2536231884057971,-20
McDonalds,Mcsaver Veg Maharaja Mac Meal,299.0,Other,619,10,7,39,Jaipur,Rajasthan,February,4.6,2.0702341137123748,0.033444816053511704,-26
McDonalds,Mcsaver Big Spicy Paneer Wrap Meal,299.0,Other,533,7,8,28,Chandigarh,Punjab,May,4.3,1.7826086956521738,0.023411371237458192,-22
McDonalds,Piri Piri Spice Mix,22.0,Other,609,8,34,32,Delhi,Delhi,April,3.7,27.681818181818183,0.36363636363636365,-50
KFC,4 Pc Hot Chicken Wings,150.0,Chicken,626,26,14,27,Delhi,Delhi,May,4.3,4.173333333333333,0.17333333333333334,11
Burger King,Veg Chilli Cheese Melt,119.0,Other,269,22,29,63,Mumbai,Maharashtra,October,4.3,2.2605042016806722,0.18487394957983194,-48
KFC,Chizza,279.0,Other,271,22,7,56,Jaipur,Rajasthan,March,4.1,0.9713261648745519,0.07885304659498207,-19
McDonalds,Mcaloo Tikki Burger,45.0,Burger,358,8,11,30,Pune,Maharashtra,January,4.7,7.955555555555556,0.17777777777777778,-25
McDonalds,Sprite Regular,71.0,Other,551,24,22,32,Delhi,Delhi,April,4.1,7.76056338028169,0.3380281690140845,-6
Burger King,Strawberry Thick Shake,139.0,Other,464,22,13,79,Chandigarh,Punjab,October,4.6,3.338129496402878,0.15827338129496402,-48
KFC,Kfc Favorites,399.0,Other,555,31,14,74,Kolkata,West Bengal,July,4.5,1.3909774436090225,0.07769423558897243,-26
McDonalds,Chatpata Naan - Aloo,59.0,Other,255,12,6,34,Pune,Maharashtra,February,3.8,4.322033898305085,0.2033898305084746,-16
KFC,10 Pc Leg Piece Bucket & 4 Dips,699.0,Other,200,29,16,61,Noida,Uttar Pradesh,April,4.7,0.2861230329041488,0.04148783977110158,-19
McDonalds,Mccafe-Vanilla Coffee Frappe Regular,192.0,Other,523,7,17,58,Gurgaon,Haryana,November,4.0,2.7239583333333335,0.036458333333333336,-61
Burger King,Cheesy Fries,99.0,Fries,278,27,16,36,Chandigarh,Punjab,November,3.8,2.808080808080808,0.2727272727272727,2
McDonalds,Mexican Mcalootikki Burger,50.0,Burger,412,11,40,43,Kolkata,West Bengal,June,4.2,8.24,0.22,-61
Burger King,Veg Delight Combo For 2,544.0,Other,328,28,10,66,Chennai,Tamil Nadu,August,4.7,0.6029411764705882,0.051470588235294115,-20
Burger King,Bk Grill Chicken,99.0,Chicken,567,28,19,47,Gurgaon,Haryana,July,3.7,5.7272727272727275,0.2828282828282828,-10
McDonalds,Strawberry Shake,138.0,Other,473,34,16,68,Gurgaon,Haryana,April,4.0,3.427536231884058,0.2463768115942029,-16
McDonalds,Mcsaver Veg Maharaja Mac Meal,299.0,Other,676,22,9,73,Ahmedabad,Gujarat,July,3.7,2.260869565217391,0.07357859531772576,-38
McDonalds,Chicken Mcnuggets Piri Piri - 20 Pc,328.0,Chicken,379,32,31,76,Ahmedabad,Gujarat,July,3.6,1.1554878048780488,0.0975609756097561,-43
McDonalds,Mcchicken Burger,112.0,Burger,225,24,18,52,Chennai,Tamil Nadu,February,3.9,2.0089285714285716,0.21428571428571427,-22
McDonalds,Mccafe-Strawberry Ice Tea Regular,138.0,Other,500,35,19,72,Indore,Madhya Pradesh,May,4.6,3.6231884057971016,0.2536231884057971,-21
McDonalds,Big Spicy Chicken Wrap Meal Regular,289.0,Chicken,550,14,23,29,Delhi,Delhi,February,4.3,1.9031141868512111,0.04844290657439446,-24
Burger King,Chicken Whopper,149.0,Chicken,343,7,25,55,Noida,Uttar Pradesh,June,4.7,2.302013422818792,0.04697986577181208,-66
McDonalds,Mccafe-Classic Coffee Regular,177.0,Other,318,23,14,74,Indore,Madhya Pradesh,December,4.0,1.7966101694915255,0.12994350282485875,-42
McDonalds,Mccafe-Mocha Frappe Regular,216.0,Other,343,17,37,80,Lucknow,Uttar Pradesh,May,3.8,1.587962962962963,0.0787037037037037,-83
McDonalds,Filet-O-Fish Meal Large,276.0,Other,576,12,26,42,Bangalore,Karnataka,September,4.2,2.0869565217391304,0.043478260869565216,-44
KFC,Medium Fries,95.0,Fries,258,11,18,76,Ahmedabad,Gujarat,August,4.8,2.7157894736842105,0.11578947368421053,-72
McDonalds,American Cheese Supreme - Veg Meal Large,250.0,Other,369,24,38,52,Bangalore,Karnataka,September,4.1,1.476,0.096,-42
McDonalds,Filet-O-Fish Burger,138.0,Burger,384,5,11,75,Ahmedabad,Gujarat,July,4.2,2.782608695652174,0.036231884057971016,-76
McDonalds,Mcchicken Happy Mea,196.0,Other,628,19,35,38,Pune,Maharashtra,November,4.6,3.204081632653061,0.09693877551020408,-35
McDonalds,Mcspicy Chicken Meal Large,293.0,Chicken,574,17,14,31,Kolkata,West Bengal,September,4.0,1.9590443686006827,0.05802047781569966,-11
McDonalds,Mcsaver Mcspicy Paneer Meal,267.0,Other,559,28,29,21,Noida,Uttar Pradesh,June,4.1,2.093632958801498,0.10486891385767791,6
Burger King,Mutton Double Whopper,329.0,Burger,650,15,5,31,Bhopal,Madhya Pradesh,October,4.0,1.9756838905775076,0.04559270516717325,-6
McDonalds,Mcspicy Chicken Burger,159.0,Chicken,606,18,9,52,Mumbai,Maharashtra,July,3.7,3.811320754716981,0.11320754716981132,-25
KFC,Classic Chicken Zinger-Fries & Drinks Meal,295.0,Chicken,388,33,20,34,Hyderabad,Telangana,September,4.6,1.3152542372881355,0.11186440677966102,12
McDonalds,Mcveggie Burger,118.0,Burger,205,31,30,63,Chennai,Tamil Nadu,January,4.7,1.7372881355932204,0.2627118644067797,-31
McDonalds,Chicken Maharaja Mac Meal Large,333.0,Chicken,695,7,31,38,Gurgaon,Haryana,June,4.1,2.0870870870870872,0.021021021021021023,-55
KFC,Classic Chicken Zinger Combo Large,325.0,Chicken,617,5,11,79,Mumbai,Maharashtra,July,3.5,1.8984615384615384,0.015384615384615385,-80
McDonalds,Sharing Pack 2 Mexican Mcaloo Tikki,274.0,Other,329,27,39,47,Bhopal,Madhya Pradesh,March,4.7,1.2007299270072993,0.09854014598540146,-32
McDonalds,Chicken Maharaja Mac Meal Large,333.0,Chicken,630,21,38,52,Bangalore,Karnataka,October,4.7,1.8918918918918919,0.06306306306306306,-48
McDonalds,Sharing Pack 3 Mcveggi,546.0,Other,365,12,7,65,Chandigarh,Punjab,June,3.8,0.6684981684981685,0.02197802197802198,-48
Burger King,Crispy Veg,55.0,Other,237,16,12,69,Indore,Madhya Pradesh,July,3.9,4.3090909090909095,0.2909090909090909,-49
McDonalds,Sharing Pack 3 Mexican Mcaloo Tikki,413.0,Other,478,15,39,58,Indore,Madhya Pradesh,August,4.5,1.1573849878934626,0.03631961259079903,-67
McDonalds,Fanta Regular,71.0,Other,302,27,29,71,Pune,Maharashtra,December,4.6,4.253521126760563,0.38028169014084506,-46
McDonalds,2 American Cheese Supreme Chicken + Chicken Mcnuggets 6 Pc + 2 Fries Large + Coke Medium,602.0,Chicken,656,15,31,40,Noida,Uttar Pradesh,August,4.5,1.089700996677741,0.024916943521594685,-41
McDonalds,Chicken Mcnuggets - 20 Pcs,304.0,Chicken,270,27,17,28,Ahmedabad,Gujarat,June,4.5,0.8881578947368421,0.08881578947368421,9
McDonalds,Veg Maharaja Mac Meal Large,323.0,Other,309,35,40,44,Lucknow,Uttar Pradesh,January,3.6,0.9566563467492261,0.10835913312693499,-14
McDonalds,Mcsaver Chicken Kebab Burger Meal,193.0,Chicken,552,21,11,49,Noida,Uttar Pradesh,June,3.6,2.860103626943005,0.10880829015544041,-18
McDonalds,Mcaloo Tikki Meal Large,182.0,Other,300,12,27,58,Jaipur,Rajasthan,June,4.3,1.6483516483516483,0.06593406593406594,-61
KFC,6 Pc Chicken Boneless Strips,215.0,Chicken,564,30,6,74,Delhi,Delhi,August,4.5,2.6232558139534885,0.13953488372093023,-20
McDonalds,Mcsaver Mcveggie Meal,219.0,Other,335,12,26,30,Kolkata,West Bengal,December,4.2,1.5296803652968036,0.0547945205479452,-32
McDonalds,Chicken Mcnuggets Piri Piri - 6 Pc,161.0,Chicken,517,18,27,52,Pune,Maharashtra,April,4.5,3.2111801242236027,0.11180124223602485,-43
McDonalds,Mccafe-Ice Coffee Regular,150.0,Other,693,9,26,23,Noida,Uttar Pradesh,May,3.6,4.62,0.06,-31
KFC,Veg Zinger & Fries Combo,225.0,Fries,545,12,5,49,Indore,Madhya Pradesh,November,4.7,2.422222222222222,0.05333333333333334,-30
McDonalds,Mccafe-Mocha Frappe Regular,216.0,Other,401,7,14,49,Gurgaon,Haryana,September,4.0,1.8564814814814814,0.032407407407407406,-49
McDonalds,Veg Maharaja Mac Meal Large,323.0,Other,475,10,37,41,Gurgaon,Haryana,September,4.4,1.4705882352941178,0.030959752321981424,-58
McDonalds,Chicken Mcnuggets - 20 Pcs,304.0,Chicken,350,19,40,47,Delhi,Delhi,February,3.6,1.1513157894736843,0.0625,-49
McDonalds,Big Spicy Paneer Wrap Meal Large,323.0,Other,400,5,11,62,Hyderabad,Telangana,July,4.2,1.238390092879257,0.015479876160990712,-63
McDonalds,Big Spicy Paneer Wrap,184.0,Other,379,22,33,21,Indore,Madhya Pradesh,April,4.3,2.0597826086956523,0.11956521739130435,-10
McDonalds,Chicken Mcnuggets Piri Piri - 6 Pc,161.0,Chicken,398,22,22,21,Pune,Maharashtra,December,3.9,2.472049689440994,0.13664596273291926,1
Burger King,Crispy Veg,55.0,Other,672,23,34,72,Bangalore,Karnataka,February,3.8,12.218181818181819,0.41818181818181815,-60
Burger King,1 Fiery Chicken + Chicken Keema Fries + 1 Pepsi,347.0,Chicken,231,31,25,61,Bhopal,Madhya Pradesh,March,4.4,0.6657060518731989,0.0893371757925072,-24
KFC,Kfc Favorites,399.0,Other,288,13,7,20,Ahmedabad,Gujarat,November,4.0,0.7218045112781954,0.03258145363408521,-1
McDonalds,Mcsaver Chicken Kebab Burger Meal,193.0,Chicken,486,26,14,55,Jaipur,Rajasthan,December,4.6,2.518134715025907,0.13471502590673576,-17
McDonalds,Mixed Berry Smoothie,229.0,Other,308,24,20,58,Jaipur,Rajasthan,March,4.8,1.3449781659388647,0.10480349344978165,-30
McDonalds,Chicken Maharaja Mac Meal Regular,289.0,Chicken,449,34,15,70,Bangalore,Karnataka,September,3.7,1.5536332179930796,0.11764705882352941,-17
Burger King,Peri Peri Fries,90.0,Fries,431,18,39,32,Mumbai,Maharashtra,October,4.1,4.788888888888889,0.2,-35
McDonalds,Chatpata Naan - Kebab Meal Regular,168.0,Other,344,29,34,74,Bangalore,Karnataka,August,4.7,2.0476190476190474,0.17261904761904762,-50
McDonalds,Mcspicy Paneer Meal Large,289.0,Other,557,34,6,60,Indore,Madhya Pradesh,April,4.7,1.9273356401384083,0.11764705882352941,2
McDonalds,Big Spicy Paneer Wrap Meal Regular,279.0,Other,685,15,25,65,Kolkata,West Bengal,January,4.8,2.4551971326164876,0.053763440860215055,-60
Burger King,Chicken Double Whopper,219.0,Chicken,344,25,9,52,Bangalore,Karnataka,December,4.7,1.5707762557077625,0.1141552511415525,-11
KFC,10 Pc Chicken Strips & Dips Bucket,449.0,Chicken,276,15,32,26,Gurgaon,Haryana,May,3.8,0.6146993318485523,0.0334075723830735,-28
McDonalds,Chicken Mcnuggets 6 Pcs Meal Medium,257.0,Chicken,226,7,32,65,Mumbai,Maharashtra,September,3.7,0.8793774319066148,0.027237354085603113,-83
KFC,Pepsi Pet,60.0,Other,314,29,29,31,Pune,Maharashtra,May,3.8,5.233333333333333,0.48333333333333334,-2
KFC,4 Pc Hot & Crispy Chicken,380.0,Chicken,274,18,20,56,Bangalore,Karnataka,December,4.1,0.7210526315789474,0.04736842105263158,-40
McDonalds,Masala Wedges Small Happy Mea,126.0,Other,558,20,11,69,Noida,Uttar Pradesh,January,4.1,4.428571428571429,0.15873015873015872,-40
McDonalds,Mcsaver American Cheese Supreme - Veg Meal,239.0,Other,689,20,15,76,Bhopal,Madhya Pradesh,July,4.7,2.8828451882845187,0.08368200836820083,-51
Burger King,1 Chicken Tandoor Grill + 1 King Fries + 1 Spicy Chicken Sticks + 2 Pepsi,575.0,Chicken,435,11,11,54,Bangalore,Karnataka,February,3.7,0.7565217391304347,0.019130434782608695,-43
